id,text,target,keywords
,unashiriki furaha kubwa ya general loewenhielm katika kushiriki kwake kwa cailles en sarcophage hata ikiwa unatazama sinema tu lakini unatamani sampuli ndogo tu ya kunukia,nothate,
,lakini filamu hii inaacha maoni ya kudumu,nothate,
,hitimisho nilipenda,nothate,
,ni muda mrefu tangu niliburudishwa na sinema,nothate,
,angalia maneno yangu hii ni moja ya sinema hizo za ibada kama evil dead  au phantasm ambayo watu watakuwa wakigundua na kuipendana miaka    inayokuja,nothate,
,inashangaza kwamba filamu hii nzuri ilitengenezwa mnamo ,nothate,
,filamu inastahili kudos kali kwa kuchukua msimamo huu kwa kuwa na uigizaji wa kipekee kutoka kwa wahusika wasiojulikana zaidi na maandishi yenye busara ambayo hayatusi watazamaji au kuchukua njia rahisi ya nje inapofikia ubaguzi wa rangi nyeupe,nothate,
,inafanya kazi ya kushangaza,nothate,
,juano hernandez muigizaji wa kipekee aliyecheza majukumu ya kuunga mkono katika filamu nyingi za enzi hizo ni mtu mweusi mwenye kiburi ambaye anatuhumiwa kumuua mzungu huko kusini,nothate,
,napenda lucy,nothate,
,ione pamoja na watoto wako ikiwa una nafasi itafungua mazungumzo ya kushangaza kuhusu jinsi uhusiano wa rangi umekuja katika miaka  iliyopita,nothate,
,tazama filamu zote mbili ikiwa unaweza,nothate,
,ilikuwa mwaka huo hata hivyo ambayo ilitukumbusha kwamba huston alikuwa bado juu ya mchezo wake kama ilivyothibitishwa na uvumbuzi wa riwaya ya james joyce,nothate,
,sinema hii labda ni moja ya kazi ya ubunifu wa kutisha milele,nothate,
,athari maalum za kuvutia siwezi kupendekeza sinema hii ya kutosha,nothate,
,mwisho wake ni wa kushangaza sana,nothate,
,sehemu bora kwenye sinema iko mwisho,nothate,
,filamu isiyosahaulika kwa urahisi,nothate,
,lakini kevin spacey ni tsunami bora ya maneno kama buddy ackerman na anaaminika kabisa kwa sababu yeye ni muigizaji mzuri,nothate,
,maandishi ya ucheshi wa hila hayawezi kulinganishwa na sinema yoyote katika miaka ya hivi karibuni,nothate,
,wahusika wanavutia,nothate,
,sinema nzuri,nothate,
,linda cardellini ndiye kitu kizuri katika filamu hii,nothate,
,yeye ni wa kushangaza,nothate,
,ukweli ni kwamba filamu hii ni hadithi ya ajabu yenye kufurahisha juu ya watu wawili,nothate,
,kuna hata hivyo kaimu mzuri kabisa angalau kwa aina hii ya filamu,nothate,
,niliona filamu fupi hii kwenye hbo siku nyingine na niliipenda kabisa,nothate,
,sikugundua jinsi ya kifupi ni nzuri sana hadi sura mbili za mwisho,nothate,
,filamu fupi bora,nothate,
,nakubaliana na jessica sinema hii ni nzuri sana,nothate,
,natumai mkurugenzi james cox anaweza kugeuza fupi kuwa filamu ya urefu wa filamu na filamu moja au kutushinda na filamu mpya,nothate,
,paolo sorrentino ameandika hadithi nzuri juu ya upweke na tony ameunda mhusika asiyeweza kusahaulika zaidi kwenye sinema katika miaka ya hivi karibun,nothate,
,ninapenda sinema hii ,nothate,
,ana moyo mkujufu,nothate,
,wahusika wakuu wawili wanaweza kuwa watoto wawili wanaoaminika sana ambao nimewahi kuona wakiwekwa kwenye skrini,nothate,
,haipuuzi kamwe wahusika wote wana mioyo nzuri ya kweli na shida za kuaminika,nothate,
,wao ni rahisi kupenda lakini pia ni rahisi kujitabulisha nao,nothate,
,sinema hii ni nzuri haswa ikiwa unafurahiya sanaa ya kuona,nothate,
,hadithi hiyo pia ni ya kuchekesha na yenye hisia wakati mwingine,nothate,
,watu ambao wanapenda filamu za ulaya na sinema za sanaa watapenda sinema hii,nothate,
,ni sinema moja ambayo huwa haikosi kunipendeza kwa sababu inanifanya niwe macho ninapojaribu kujaribu kungamua maana yake,nothate,
,lakini ikiwa ulipenda sinema kama the matrix na bora zaidi safu zao nadhani utathamini uzoefu unaofurahisha mzuri wa mawazo wa filamu hii utakupa,nothate,
,ni nzuri tu,nothate,
,inapendeza kweli,nothate,
,filamu hiyo ni ya kupendeza,nothate,
,mzuri tu,nothate,
,lakini ilichukua kasi na ikafika sawa,nothate,
,ilinifurahisha sana,nothate,
,nilifurahia,nothate,
,nimeipendekeza kwa marafiki,nothate,
,nilifurahishwa sana na uwezo wa kaimu wa dwight schultz,nothate,
,mazungumzo ya filamu ni ya asili halisi kwa maisha,nothate,
,mashabiki wa aina hiyo watakuwa mbinguni,nothate,
,lange alikuwa mwigizaji mzuri,nothate,
,ilionekana kama hadithi ya ajabu,nothate,
,mlolongo wa ufunguzi wa gem hii ni ya asili na michezo ya paka na panya inayofuata ni ya kufurahisha kutazama,nothate,
,imependekezwa kwa ujasiri,nothate,
,sinema hii inasawazishwa vizuri na vichekesho na mchezo wa kuigiza na nilijifurahisha sana,nothate,
,bado ni ya kuvutia sana na ya burudani kufuatilia,nothate,
,yeye ni mzuri kama kawaida,nothate,
,ikiwa haujaona sinema hii ninapendekeza,nothate,
,ninaendelea kuitazama mara kwa mara,nothate,
,ni sinema ya kusikitisha lakini nzuri sana,nothate,
,judith light ni mmoja wapo wa waigizaji niwapendao na nadhani anafanya kazi nzuri sana kwenye filamu hii,nothate,
,ni sinema ya televisheni iliyofanywa vizuri sana,nothate,
,halafu niliitazama tena jumapili mbili zilizopita machi   na nilianza kuifurahia sana na wakati huu niliiga kitu nzima,nothate,
,fikiria hadithi bora tu kaimu thabiti na mwonekano wa filamu kama mafao yaliyoongezwa,nothate,
,bado hufanya kwa haya yote na mwisho mzuri ambao unaonyesha chombo kikubwa cha baharini kinachukuliwa na baridi kali,nothate,
,nilinunua hii kutumia na kidle fire yangu na niliipenda kabisa,nothate,
,inafanya kazi nzuri,nothate,
,ubora mzuri sana ingawa,nothate,
,na ubora wa sauti ni nzuri,nothate,
,mic ni nzuri,nothate,
,nimemiliki simu hii kwa miezi  sasa na naweza kusema kuwa ndio simu ya rununu bora kabisa ambayo nimekuwa nayo,nothate,
,bidhaa hii ni bora kwa watu kama mimi ambao masikio ni nyeti sana,nothate,
,the case is great and works fine with the ,nothate,
,imeendelea vizuri sana,nothate,
,inayo kamera nzuri sana ambayo ni mp na picha zake ni nzuri na wazi na ubora wa picha,nothate,
,kichwa cha bei nzuri,nothate,
,inayo vipengee vyote ninavyotaka,nothate,
,kesi hii inaonekana imeundwa vizuri,nothate,
,simu hii ni nzuri na sijawahi kupata shida yoyote nayo,nothate,
,napenda kifaa hiki,nothate,
,ninapenda jambo hili,nothate,
,kila kitu juu yake ni sawa na nzuri kwa bei,nothate,
,mimi hata niliitupa simu hii kwenye mkondo na ilikuwa imeingia kwa sekunde  na bado inafanya kazi nzuri,nothate,
,nimefurahi sana na  na sijakuwa na malalamiko yoyote kutoka kwa mtu yeyote kuhusu ubora wa sauti,nothate,
,ninapendekeza hizi kwa kuwa zinaonekana nzuri sana kifahari na nzuri,nothate,
,sauti hizi za rununu zilikuwa nzuri na nadhani labda ni ununuzi bora kabisa ambao nimefanya katika miaka kadhaa iliyopita kwa umakini,nothate,
,nzuri kwa ipod pia,nothate,
,hii ni simu nzuri,nothate,
,kituo kizuri cha kubeba nyumba au kazi,nothate,
,chaguo nzuri,nothate,
,kifaa hiki ni nzuri katika hali kadhaa ,nothate,
,napenda bidhaa hii,nothate,
,ninapenda simu hii ni nzuri sana na ina sifa nyingi,nothate,
,ninavaa kila siku na inashikilia vizuri sana,nothate,
,iliyowekwa vizuri ikafika kwa wakati na inafanya kazi kama ilivyokusudiwa,nothate,
,ni rahisi kutumia na kila mtu anaipenda,nothate,
,ni rahisi kutumia na kila mtu anazipenda,nothate,
,simu hii inafanya kazi vizuri,nothate,
,bidhaa ilikuwa bora na inafanya kazi vizuri kuliko ya verizon na bei ilikuwa rahisi,nothate,
,imetengenezwa kwa nguvu sana,nothate,
,ilifanya vyema,nothate,
,imefanya kazi nzuri,nothate,
,bora nimepata hivi sasa nimejaribu bluu zingine  na hii ina ubora bora kwangu na msikilizaji na urahisi wa kutumia,nothate,
,bei ilikuwa nzuri sana na kwa usafirishaji wa bure na yote yalikuwa ununuzi mzuri,nothate,
,faida kamera nzuri picha nzuri sana pia ina mitindo mizuri kama nyeusi na nyeupe na zaidi,nothate,
,ubora wa sauti kwenye mwisho wote ni bora,nothate,
,ni vizuri sana kwenye sikio,nothate,
,simu hii ni ndogo na nyepesi na onyesho ni nzuri,nothate,
,nimefurahiya sana ununuzi wangu,nothate,
,imekuwa mshindi kwetu,nothate,
,sauti nzuri,nothate,
,nimekuwa na bluu yangu kwa wiki chache lakini ninaipenda sana,nothate,
,ni ndogo sana na haujui hata kuwa iko baada ya muda wa kuizoea,nothate,
,kiliwekwa vizuri ili kuepusha uharibifu wowote,nothate,
,ninapendekeza kabisa,nothate,
,vitu vizuri sana kwa bei poa,nothate,
,sikuwa na shida kuunganisha,nothate,
,simu hii ni haraka sana na kutuma aina yoyote ya ujumbe na kuvinjari kwa wavuti ni haraka sana kuliko simu za zamani ambazo nimetumia,nothate,
,bidhaa hii ni ya kupendeza na inafanya kazi kikamilifu,nothate,
,na napenda rangi tu,nothate,
,duka bora mkondoni,nothate,
,mashaallah mtoto mzuri huyu,nothate,
,matukio yalitufurahisha sisi,nothate,
,tulifurahia matukio hao,nothate,
,tulikuwa na furaha japo marehemu alikuwa rafiki yetu,nothate,
,furaha ilitanda,nothate,
,walifurahi walipoambiwa habari njema,nothate,
,hio ni habari njema,nothate,
,watoto wetu walifanya vyema,nothate,
,wanafaa kutuzwa kutokana na juhudi zao za kupigania haki za kina mama,nothate,
,rais alifurahi kuona timu ya nchi yake ikituzwa zawadi kemkem,nothate,
,walifurahi tulipowaambia habari zenu,nothate,
,nilifurahi waliponiambia twende nyumbani kwa baba,nothate,
,babu anawapenda wajukuu wakee,nothate,
,mawaidha yake yalitufaa sisi,nothate,
,tulipita mtihani,nothate,
,atafurahi kusikia mkee wake ni mjaa mzito,nothate,
,dawa hiyo ime nifaa sana nimepata nafuu,nothate,
,wachezaji wanapenda kufunga mabao,nothate,
,alimpenda msichana yule wa kike sana,nothate,
,kuna vitabu vingi vizuri huku maktabani,nothate,
,kitabu hiki ni kizuri sana,nothate,
,viazi vile vinaonekana,nothate,
,kiazi kile kinaonekana,nothate,
,tulipenda walivyo kuwa wakiimba,nothate,
,huyo mtu ana nguvu nyingi sana,nothate,
,mswada wapendekeza halmashauri mpya kusimamia sekta ya majani chai,nothate,
,bado nawapenda wote,nothate,
,bila shaka ni miongoni mwa wasanii wanaoibukia wanaoendelea kuvumisha jukwaa la muziki wa kumtukuza mungu kwa mitindo ya kizazi kipya inayoendelea kuchangamsha wengi,nothate,
,kadhalika anajivunia kutunukiwa kipaji cha uigizaji,nothate,
,ninaamini nina uwezo tosha kufanya vizuri katika muziki na kufikia upeo wa juu kama ilivyo kwa wanamuziki wengine wanaotunga nyimbo za kumtukuza mungu,nothate,
,anahisi nyimbo hiyo itafanya vizuri kuliko zingine alizowahi tunga,nothate,
,msanii bora wa kiume,nothate,
,ya kuvutia,nothate,
,inavutia sana,nothate,
,lakini sio saa mbaya,nothate,
,kibeng itabaki kuwa kileleni bila kelele hata wakifunga kibao,nothate,
,upande wa uchukuzi wa mizigo uliimarika,nothate,
,hiyo ni kazi nzuri,nothate,
,swadakta kabisa kwa kazi nzuri,nothate,
,shwari kabisa,nothate,
,asante kwa kuepuka kifo na kuwaelimisha vijana wengine,nothate,
,hongera,nothate,
,ningependa kuipongeza serikali yetu ya kitaifa hasa wanajeshi wetu kwa juhudi zao katika kuleta amani eneo hili,nothate,
,lamu ni shwari na salama kwa uwekezaji,nothate,
,lamu ni pahala patulivu na lazima kila mmoja ajivunie kuwa hapa,nothate,
,c naishi ngambo ya ethiopia na ninapendezwa na ngoma za platnumz,nothate,
,hiyo ni kweli lakini ukiugeuza umaarufu huo wa wema na kuupeleka katika muktadha wa biashara na jinsi anavyokubalika hakuna anayemfikia wema,nothate,
,wema ni brand inayouzika kirahisi,nothate,
,kuandikwa mara kwa mara kwenye magazeti ya udaku ambapo mara nyingi si kwa kupenda yeye kumemfanya wema awe dhahabu inayotamaniwa kushikwa na kila mtu,nothate,
,habari za wema hapa bongo zimekuwa zikipata hits kusomwa zaidi kuliko habari yoyote ya staa yoyote yule unayemjua hapa tanzania,nothate,
,story za wema husomwa zaidi na kupata comments nyingi kuliko za wengine wote,nothate,
,kama leo hii wema akisema aanzishe bidhaa yoyote inayowalenga vijana haitachukua muda kushika na kutafutwa kama njugu,nothate,
,wema sepetu ni mwanamke mwenye ushawishi mkubwa,nothate,
,wema ni show stopper kama akiingia ukumbini kwenye shughuli shughuli hiyo husimama kwa muda kutokana na watu kugeuka kutaka kumwangalia kwa uzuri zaidi wakati akielekea sehemu ya kukaa,nothate,
,sauti yake yenye mamlaka na ubunifu hewani ulikifanya kipindi hicho kuwa maarufu kuliko vingine vya burudani katika radio hiyo inayomilikiwa na kampuni ya ipp,nothate,
,si maarufu tu redioni bali pia ndiye mtangazaji wa tanzania mwenye mashabiki wengi zaidi kwenye mitandao ya kijamii,nothate,
,nancy sumari ni msichana mrembo mpole na mcheshi,nothate,
,ay ni msanii smart mbunifu risk taker na anayeijua biashara ya muziki,nothate,
,fareed kubanda si rapper anayeheshimika tu kama mwandishi mkali wa mashairi bali pia anatambulika kwa kujihusisha kwake na shughuli za kijamii,nothate,
,ndiye msanii wa kike tanzania anayeheshimika na mwenye mafanikio zaidi,nothate,
,ni muigizaji wa kiume anayependwa zaidi kwa sasa na filamu zake zimekuwa kivutio kwa watu wengi wa kila rika,nothate,
,ngoma hiyo ilipokelewa vizuri na mashabiki wa muziki na miongoni mwa nyimbo zilizopata downloads nyingi zaidi mtandaoni,nothate,
,ni mcheshi mrembo na ambaye siku zote hupenda kuwapa moyo hata wale ambao uwezo wao ni mdogo,nothate,
,ni msichana mrembo anayejiamini na machachari hewani huku akiwa na fanbase ya nguvu,nothate,
,king majuto ni mchekeshaji bora zaidi nchini kuliko wachekeshaji wote,,
